"population","L","Ny_over_N_obs","Ne_over_N_obs","over_u2_obs","ubar_obs","Rsum_obs","Ny_over_N_text_obs","Ne_over_N_text_obs","Ny_over_N_exp","Ne_over_N_exp","over_u2_exp","ubar_exp","Rsum_exp","Ny_over_N_text_exp","Ne_over_N_text_exp"
"Miz",13.399,2.9318670597069,0.218812378513837,0.658920415,0.810195,0.166635,5.2685651062933,0.196602922094682,2.97643398569593,0.222138516732288,0.664027489,0.813037,0.190877,5.34865187229559,0.199591457283961
