"matrix_file","lambda","sum_w","v_dot_w","generation_time","Mbar","Vbar","Ne_unit","Ne","N_census","version","timestamp"
"yonezawa_mizuyajiri.csv",0.915517270832704,1,1,NA,0.381011811033208,0.249537241631203,0.581756851994682,0.581756851994682,NA,"v0.3.2","2026-03-03 10:17:31"
