"matrix_file","lambda","sum_w","v_dot_w","generation_time","Mbar","Vbar","Ne_unit","Ne","N_census","version","timestamp"
"yonezawa_nanryu.csv",1.03292914289168,1,1,NA,0.99213060688211,4.39633549591184,0.223896274983469,0.223896274983469,NA,"v0.3.1","2026-03-03 10:02:44"
