"matrix_file","lambda","sum_w","v_dot_w","generation_time","Mbar","Vbar","Ne_unit","Ne","N_census","version","timestamp"
"yonezawa_nanryu.csv",0.870508889336518,1,1,NA,0.460094542541307,0.219662447541459,0.963692203403775,0.963692203403775,NA,"v0.3.2","2026-03-03 10:17:31"
