"population","L","Ny_over_N_obs","Ne_over_N_obs","over_u2_obs","ubar_obs","Rsum_obs","Ny_over_N_text_obs","Ne_over_N_text_obs","Ny_over_N_exp","Ne_over_N_exp","over_u2_exp","ubar_exp","Rsum_exp","Ny_over_N_text_exp","Ne_over_N_text_exp"
"Nan",8.353,2.42767913510532,0.290635596205593,0.58808395,0.76529,0.282315,4.26057688210984,0.255032735670408,2.44554848730904,0.292774869784394,0.591093775,0.767005,0.30076,4.29193759522737,0.256909948235805
