"matrix_file","lambda","sum_w","v_dot_w","generation_time","Mbar","Vbar","Ne_unit","Ne","N_census","version","timestamp"
"yonezawa_mizuyajiri.csv",1.0016058069956,1,1,NA,0.923607927031488,2.1052838698992,0.405195524970344,0.405195524970344,NA,"v0.3.1","2026-03-03 10:02:44"
